Order_ID,Order_Date,Customer_ID,Product,Category,Region,Quantity,Revenue,Profit
1999,2026-06-07,C170,Desk,Furniture,Mumbai,2,24038,5502
2004,2026-01-02,C229,Skincare Set,Beauty,Delhi,1,3409,1207
2006,2026-07-12,C061,Perfume,Beauty,MUMBAI,3,16395,5337
2008,2026-07-12,C002,T-Shirt,Apparel,Mumbai,3,2589,836
2009,2026-08-10,C167,Chair,furniture,Chennai,6,47676,8837
2011,2026-06-12,C205,Camera,Electronics,Hyderabad,6,326394,33932
2014,2026-07-09,C236,T-Shirt,Apparel,Hyderabad,6,6360,1779
2015,2026-04-11,C125,Cookware Set,Home,chennai,2,13296,3317
2020,2026-03-10,C338,Desk,Furniture,Kolkata,2,18542,4745
2021,2026-04-03,C309,Makeup Kit,Beauty,Chennai,5,18825,6270
2023,2026-03-12,C198,Cookware Set,HOME,Bangalore,3,10554,2402
2025,2026-04-02,C262,Camera,Electronics,Hyderabad,4,228520,31871
2026,2026-03-08,C248,Tablet,Electronics,Delhi,5,148175,23108
2028,2026-04-05,C179,Skincare Set,Beauty,Bangalore,2,54340,17816
2030,2026-06-03,C208,Camera,Electronics,Pune,6,392940,62716
2032,2026-05-01,C262,Shoes,Apparel,Kolkata,1,3353,896
2035,2026-07-09,C409,Table,Furniture,MUMBAI,2,34636,6626
2036,2026-06-12,C367,Skincare Set,Beauty,Hyderabad,2,3062,1026
2038,2026-01-12,C010,Skincare Set,Beauty,Delhi,4,6056,1851
2041,2026-05-06,C325,Smartwatch,Electronics,Bangalore,2,21966,3956
2048,2026-08-08,C053,Sofa,Furniture,BANGALORE,3,118266,23609
2049,2026-07-05,C248,Sofa,Furniture,Mumbai,3,131217,19840
2050,2026-05-03,C136,Skincare Set,Beauty,Unknown,5,15930,5208
2052,2026-04-11,C155,Makeup Kit,Beauty,Kolkata,1,4370,1703
2056,2026-02-11,C306,Vacuum Cleaner,Home,Delhi,4,44712,7384
2058,2026-05-03,C141,Camera,Electronics,Delhi,2,65856,8436
2059,2026-03-11,C219,Bookshelf,Furniture,Mumbai,1,5421,1136
2061,2026-06-03,C093,Makeup Kit,Beauty,Chennai,3,11115,3848
2064,2026-06-11,C262,Shoes,Apparel,Delhi,3,16584,5171
2067,2026-05-10,C278,Sofa,Furniture,Chennai,1,24985,4654
2068,2026-05-08,C136,Bookshelf,Furniture,Mumbai,4,32280,7623
2071,2026-08-06,C406,Kurta,Apparel,DELHI,3,5628,1770
2076,2026-01-06,C304,Tablet,electronics,Delhi,5,148155,21574
2079,2026-05-10,C120,T-Shirt,Apparel,Mumbai,2,2328,789
2080,2026-07-03,C114,Vacuum Cleaner,Home,kolkata,4,27600,4647
2081,2026-05-07,C306,Blender,Home,Pune,2,5860,1153
2083,2026-04-07,C421,Perfume,Beauty,Delhi,5,23160,8182
2085,2026-01-01,C184,Jeans,Apparel,Hyderabad,2,1784,557
2089,2026-08-10,C412,Blender,Home,Kolkata,6,28770,5713
2090,2026-04-02,C226,Jeans,Apparel,PUNE,1,9930,2528
2101,2026-08-11,C012,Jeans,Apparel,HYDERABAD,3,5013,1618
2107,2026-08-02,C297,Shoes,Apparel,Chennai,1,1679,405
2110,2026-01-11,C070,Makeup Kit,Beauty,Delhi,2,8448,2543
2112,2026-07-12,C212,Kurta,Apparel,Mumbai,1,1044,314
2114,2026-03-07,C367,Shoes,apparel,Mumbai,2,9486,2237
2115,2026-02-01,C357,T-Shirt,apparel,Delhi,1,938,277
2119,2026-07-11,C368,Tablet,Electronics,Pune,4,95516,13939
2123,2026-08-04,C048,Smartwatch,Electronics,Mumbai,5,91285,18358
2124,2026-01-04,C446,Sofa,FURNITURE,delhi,6,216942,35159
2128,2026-04-12,C185,Headphones,electronics,Chennai,4,14412,2748
2134,2026-02-12,C266,Blender,Home,Bangalore,3,10017,4449
2135,2026-03-03,C442,Skincare Set,Beauty,hyderabad,1,2271,681
2136,2026-05-07,C325,Laptop,Electronics,Kolkata,5,204485,17820
2137,2026-05-03,C262,Microwave,Home,Hyderabad,5,62665,11095
2140,2026-01-05,C339,Laptop,Electronics,Chennai,5,373970,36276
2141,2026-03-09,C479,Blender,Home,DELHI,2,4128,830
2144,2026-01-08,C375,Smartwatch,Electronics,Kolkata,2,36032,5631
2146,2026-05-06,C035,T-Shirt,Apparel,Unknown,3,2076,524
2154,2026-01-04,C237,Shoes,Apparel,Chennai,1,2659,850
2162,2026-05-09,C075,Camera,electronics,Mumbai,6,325524,49989
2163,2026-04-10,C479,Sofa,Furniture,Delhi,5,207605,42970
2168,2026-04-11,C314,Sofa,Furniture,Mumbai,2,88238,18308
2173,2026-08-02,C396,Shoes,Apparel,bangalore,2,9812,2553
2175,2026-08-01,C018,Laptop,electronics,Mumbai,2,94534,8584
2177,2026-07-09,C140,Speaker,Electronics,Bangalore,4,45848,7240
2178,2026-08-09,C188,Table,furniture,Delhi,3,48264,11844
2181,2026-03-08,C273,Laptop,Electronics,Hyderabad,1,72030,9411
2183,2026-02-11,C205,Chair,Furniture,Bangalore,6,51564,10213
2185,2026-04-09,C303,Kurta,Apparel,Bangalore,5,9155,3159
2186,2026-08-07,C260,Table,Furniture,hyderabad,2,26684,6907
2187,2026-07-09,C454,Smartwatch,Electronics,Hyderabad,6,96372,15149
2189,2026-06-10,C479,Shoes,Apparel,Pune,5,23880,5876
2194,2026-08-01,C412,Table,Furniture,Mumbai,1,19944,4855
2196,2026-01-10,C442,Camera,Electronics,kolkata,2,61012,7798
2198,2026-07-03,C406,Smartwatch,electronics,Pune,1,9736,2064
2201,2026-08-12,C044,Sofa,Furniture,Bangalore,1,40184,6643
2202,2026-05-09,C212,Makeup Kit,Beauty,Mumbai,2,5424,4449
2214,2026-05-09,C391,Table,Furniture,Mumbai,5,90825,21134
2215,2026-07-05,C089,Vacuum Cleaner,Home,Chennai,3,44601,7542
2217,2026-02-07,C208,Headphones,Electronics,Chennai,2,11662,2852
2219,2026-04-08,C192,Phone,Electronics,Kolkata,1,27735,2978
2226,2026-03-07,C227,Makeup Kit,Beauty,Kolkata,3,12234,4449
2229,2026-07-01,C230,Vacuum Cleaner,Home,Pune,2,9086,1846
2231,2026-05-03,C322,Phone,Electronics,Hyderabad,3,115095,15280
2232,2026-08-06,C115,Makeup Kit,Beauty,Hyderabad,3,13437,4447
2233,2026-08-02,C309,Jacket,Apparel,Chennai,6,13164,4594
2234,2026-01-07,C325,Microwave,Home,Mumbai,2,16880,2555
2238,2026-04-11,C242,Laptop,Electronics,Hyderabad,3,128046,17808
2239,2026-06-05,C034,Makeup Kit,Beauty,Hyderabad,5,12610,4468
2240,2026-05-10,C479,Kurta,Apparel,bangalore,6,10974,2967
2242,2026-01-09,C359,Headphones,Electronics,Delhi,2,9386,1498
2244,2026-02-03,C127,Smartwatch,Electronics,Hyderabad,1,17542,2986
2246,2026-01-03,C063,Phone,Electronics,Chennai,4,151756,19690
2247,2026-03-01,C155,Microwave,Home,Delhi,1,8887,1320
2248,2026-02-05,C053,Speaker,electronics,Chennai,5,53695,8554
2252,2026-07-01,C479,Vacuum Cleaner,Home,Delhi,1,9177,1722
2254,2026-04-06,C307,Sofa,Furniture,Pune,5,110190,19523
2258,2026-05-04,C227,Laptop,Electronics,Delhi,2,99878,9040
2261,2026-05-02,C237,Laptop,Electronics,Pune,2,143204,13501
2262,2026-02-10,C104,Phone,electronics,Mumbai,3,39636,5236
2266,2026-02-05,C377,Blender,Home,Pune,6,11562,2116
2267,2026-02-02,C391,Shoes,Apparel,Hyderabad,4,13836,4274
2269,2026-08-08,C220,Blender,Home,Pune,4,6400,1190
2271,2026-08-08,C010,Shoes,APPAREL,chennai,3,15129,4827
2275,2026-04-01,C264,Jacket,Apparel,Pune,5,17470,4843
2277,2026-01-11,C006,Table,Furniture,Bangalore,1,19130,3581
2279,2026-07-08,C476,Makeup Kit,Beauty,Mumbai,3,12666,4906
2284,2026-06-10,C271,Blender,Home,Kolkata,1,4952,875
2285,2026-06-11,C241,Blender,Home,Mumbai,5,17980,3172
2287,2026-05-11,C052,Laptop,Electronics,Chennai,5,187005,15488
2291,2026-08-12,C379,Phone,Electronics,Mumbai,4,77840,9730
2294,2026-07-08,C204,Blender,Home,Pune,6,9924,2246
2295,2026-06-11,C242,Vacuum Cleaner,Home,Hyderabad,2,27106,5180
2297,2026-06-01,C446,Sofa,Furniture,Delhi,3,127356,23378
2299,2026-01-09,C397,Camera,ELECTRONICS,CHENNAI,4,112272,13770
2300,2026-05-02,C161,Smartwatch,Electronics,Mumbai,2,23606,4440
2301,2026-02-05,C353,Bookshelf,Furniture,Mumbai,3,32010,6464
2304,2026-03-12,C421,Table,Furniture,Pune,6,61146,12959
2305,2026-01-03,C020,Headphones,Electronics,Bangalore,3,18759,3093
2313,2026-06-10,C035,T-Shirt,Apparel,Mumbai,6,2130,656
2314,2026-03-05,C262,Chair,Furniture,Bangalore,1,5741,1491
2316,2026-04-10,C379,Bookshelf,Furniture,Mumbai,6,57882,12306
2320,2026-04-12,C047,Jacket,Apparel,KOLKATA,1,3777,1090
2324,2026-08-10,C006,Camera,Electronics,chennai,4,206360,23175
2325,2026-01-10,C472,Phone,Electronics,Delhi,5,89865,7245
2326,2026-07-10,C379,T-Shirt,Apparel,pune,1,713,249
2332,2026-06-03,C095,Vacuum Cleaner,Home,Bangalore,6,103500,22418
2341,2026-07-04,C155,Vacuum Cleaner,Home,Hyderabad,6,46344,9584
2344,2026-04-12,C198,Headphones,Electronics,Mumbai,5,10330,2478
2345,2026-07-01,C111,Jacket,APPAREL,Pune,3,14361,3603
2346,2026-02-12,C063,Bookshelf,Furniture,Bangalore,4,35672,7946
2347,2026-08-01,C307,Camera,ELECTRONICS,Mumbai,5,210735,24754
2352,2026-07-07,C475,Sofa,Furniture,Pune,6,248028,39577
2354,2026-04-11,C153,T-Shirt,Apparel,Delhi,5,2315,768
2356,2026-03-04,C304,Jacket,Apparel,Delhi,2,7966,2008
2361,2026-08-10,C068,Skincare Set,BEAUTY,Delhi,2,7748,2648
2363,2026-02-06,C462,Jeans,Apparel,Pune,3,3828,1068
2364,2026-02-05,C119,Vacuum Cleaner,Home,Hyderabad,6,29514,6371
2370,2026-01-10,C127,Jacket,apparel,Bangalore,3,10713,2723
2376,2026-05-04,C411,Blender,Home,Unknown,1,3692,863
2378,2026-07-02,C424,Smartwatch,Electronics,Mumbai,3,57054,11265
2383,2026-08-07,C421,Shoes,Apparel,Hyderabad,4,6924,1597
2384,2026-07-04,C373,Smartwatch,Electronics,DELHI,1,19215,3981
2387,2026-03-01,C091,Phone,Electronics,hyderabad,1,46493,5361
2389,2026-07-03,C476,Headphones,Electronics,Mumbai,6,40218,6301
2391,2026-08-11,C025,Smartwatch,Electronics,Hyderabad,2,37088,7467
2392,2026-02-10,C082,Blender,Home,Pune,4,9868,1994
2396,2026-03-11,C114,Desk,Furniture,pune,1,13755,2564
2399,2026-01-07,C377,Jacket,Apparel,Hyderabad,2,9654,2580
2403,2026-04-02,C155,Cookware Set,home,Bangalore,6,32076,7339
2406,2026-03-01,C442,Perfume,Beauty,Hyderabad,3,12039,3834
2408,2026-01-11,C391,Skincare Set,Beauty,Chennai,6,13248,4042
2411,2026-03-02,C003,Laptop,Electronics,kolkata,1,68499,8171
2413,2026-01-12,C370,Camera,Electronics,Bangalore,5,282205,28872
2414,2026-03-08,C479,Speaker,Electronics,Pune,1,6035,1104
2420,2026-08-12,C377,Perfume,Beauty,chennai,3,5289,1969
2422,2026-05-11,C097,Tablet,Electronics,Hyderabad,4,89132,8961
2425,2026-03-03,C273,Kurta,Apparel,Bangalore,1,1828,535
2426,2026-07-06,C002,Smartwatch,ELECTRONICS,Hyderabad,4,69752,15052
2429,2026-07-06,C384,Kurta,Apparel,Unknown,4,9992,2875
2431,2026-08-06,C472,Smartwatch,Electronics,kolkata,5,89000,16549
2435,2026-05-07,C155,Camera,Electronics,Kolkata,6,351984,53932
2437,2026-08-06,C479,Cookware Set,Home,Bangalore,3,18678,4114
2439,2026-07-05,C236,Jacket,Apparel,Pune,2,3870,1351
2450,2026-06-09,C051,Kurta,Apparel,Kolkata,5,6375,1880
2451,2026-02-01,C293,Jacket,Apparel,Pune,1,2518,832
2458,2026-04-07,C305,Microwave,Home,Mumbai,4,56652,10212
2459,2026-02-07,C346,Cookware Set,home,Hyderabad,3,21795,5421
2460,2026-04-05,C406,T-Shirt,Apparel,Mumbai,6,3528,1091
2461,2026-04-11,C140,Jacket,Apparel,Hyderabad,1,3337,1113
2462,2026-02-05,C413,Phone,Electronics,Kolkata,5,258395,28359
2464,2026-04-06,C043,Camera,Electronics,Bangalore,3,208317,23427
2468,2026-02-04,C365,Vacuum Cleaner,Home,Chennai,6,24000,4726
2470,2026-03-06,C261,Cookware Set,Home,kolkata,2,5098,1062
2471,2026-05-04,C230,Bookshelf,Furniture,mumbai,3,33249,6325
2472,2026-01-03,C072,Headphones,ELECTRONICS,Kolkata,6,43386,8270
2473,2026-06-09,C171,Camera,Electronics,Bangalore,4,163432,17113
2481,2026-07-01,C323,Skincare Set,beauty,Delhi,4,9028,3071
2483,2026-02-07,C317,Table,Furniture,pune,4,32000,6655
2484,2026-06-05,C396,Kurta,Apparel,Delhi,1,1189,317
2486,2026-06-01,C216,Shoes,apparel,Kolkata,4,15388,4897
2489,2026-03-07,C280,Jeans,Apparel,Mumbai,5,11340,3920
2491,2026-05-07,C095,Laptop,Electronics,Pune,5,246540,25248
2493,2026-02-10,C176,Cookware Set,Home,Hyderabad,5,38670,7809
2496,2026-06-12,C415,Smartwatch,Electronics,Mumbai,5,50220,9863
2498,2026-04-12,C262,Laptop,Electronics,Bangalore,2,121504,16212
2500,2026-06-05,C467,Bookshelf,Furniture,Hyderabad,6,65208,14643
2510,2026-04-09,C044,Perfume,Beauty,Pune,1,4980,1797
2513,2026-08-06,C229,Headphones,Electronics,Mumbai,3,7116,1502
2515,2026-03-09,C391,Desk,Furniture,Pune,3,42558,8987
2517,2026-04-06,C306,Microwave,Home,Chennai,5,71495,10638
2520,2026-04-12,C329,Headphones,Electronics,Bangalore,2,6248,1103
2526,2026-06-09,C130,Blender,Home,Hyderabad,3,14238,2289
2528,2026-08-08,C133,Chair,Furniture,Mumbai,3,18033,4161
2532,2026-08-08,C393,Bookshelf,Furniture,Delhi,3,25338,5641
2533,2026-04-03,C035,Jacket,Apparel,DELHI,5,14870,4785
2534,2026-03-08,C249,T-Shirt,Apparel,Bangalore,5,4390,1164
2535,2026-06-09,C015,Desk,Furniture,Hyderabad,4,44832,10684
2538,2026-01-01,C070,Camera,Electronics,Kolkata,2,73060,7404
2541,2026-02-01,C183,Sofa,Furniture,Mumbai,1,30717,6695
2542,2026-05-04,C447,Jacket,Apparel,Delhi,1,4045,1376
2543,2026-01-03,C012,Jacket,Apparel,Mumbai,6,10872,2889
2544,2026-01-01,C336,Blender,home,Kolkata,4,6072,1009
2545,2026-01-05,C474,Desk,Furniture,bangalore,3,18282,4065
2546,2026-01-04,C274,Kurta,Apparel,Hyderabad,4,4468,1485
2547,2026-03-10,C465,Jacket,Apparel,Mumbai,6,22644,6872
2548,2026-02-03,C032,Shoes,apparel,Hyderabad,6,28620,7340
2549,2026-02-11,C221,Smartwatch,Electronics,Unknown,3,21417,4269
2552,2026-02-12,C476,Chair,Furniture,Pune,4,35208,7689
2554,2026-08-02,C327,T-Shirt,APPAREL,Delhi,6,2106,528
2558,2026-06-12,C476,Cookware Set,home,Delhi,2,11066,2136
2565,2026-08-08,C428,Chair,Furniture,Pune,3,9522,2279
2566,2026-08-12,C275,Tablet,Electronics,Chennai,2,41382,5706
2569,2026-07-01,C434,Jacket,Apparel,Pune,5,18910,5850
2570,2026-05-03,C368,Shoes,Apparel,Pune,4,23524,5999
2572,2026-03-09,C365,Kurta,Apparel,Kolkata,5,10780,3372
2576,2026-06-11,C248,Sofa,Furniture,bangalore,6,101364,17303
2582,2026-08-12,C218,Smartwatch,ELECTRONICS,Mumbai,3,23664,4451
2584,2026-01-12,C269,Tablet,Electronics,Pune,5,95510,14404
2591,2026-05-04,C107,Shoes,Apparel,Delhi,6,18108,4176
2592,2026-03-10,C137,Cookware Set,Home,Mumbai,1,5638,1064
2594,2026-07-09,C172,Camera,Electronics,Hyderabad,2,40164,5840
2598,2026-06-03,C442,Desk,Furniture,Pune,3,34692,4449
2599,2026-01-02,C442,Smartwatch,electronics,Chennai,1,15947,3226
2605,2026-06-04,C012,Microwave,Home,Hyderabad,2,21248,4121
2606,2026-08-12,C035,Speaker,Electronics,Mumbai,5,43950,7386
2611,2026-03-05,C053,T-Shirt,apparel,Mumbai,4,3872,1134
2618,2026-04-02,C262,Sofa,furniture,Pune,5,79500,15981
2624,2026-04-10,C205,Headphones,electronics,Delhi,4,25412,4379
2625,2026-03-11,C452,Desk,Furniture,Kolkata,1,6786,4449
2627,2026-05-12,C077,Cookware Set,Home,Mumbai,6,28134,7168
2628,2026-05-01,C359,Blender,Home,Pune,4,14396,2932
2630,2026-05-12,C162,Smartwatch,Electronics,Chennai,3,36996,6320
2637,2026-07-01,C095,Headphones,Electronics,HYDERABAD,6,44994,6813
2638,2026-05-08,C446,Sofa,Furniture,Bangalore,6,159342,23950
2639,2026-03-04,C327,Cookware Set,Home,pune,2,7802,1709
2643,2026-02-07,C046,Smartwatch,electronics,Kolkata,4,70256,11432
2645,2026-05-01,C404,Microwave,Home,Chennai,1,11989,2362
2646,2026-02-09,C256,Table,Furniture,Delhi,6,104718,22339
2649,2026-03-08,C476,Tablet,Electronics,Mumbai,3,58125,7071
2655,2026-01-02,C081,Chair,Furniture,Chennai,5,24410,5935
2659,2026-03-09,C367,T-Shirt,Apparel,Delhi,2,706,208
2664,2026-08-04,C433,Laptop,Electronics,Hyderabad,5,317525,34045
2669,2026-04-10,C244,Speaker,Electronics,Hyderabad,6,63336,10118
2670,2026-06-07,C412,Shoes,Apparel,pune,5,25540,8156
2671,2026-02-04,C241,Jeans,Apparel,Delhi,2,3316,1133
2672,2026-07-10,C187,Skincare Set,beauty,Pune,4,5556,2077
2682,2026-08-07,C183,Kurta,Apparel,Mumbai,6,4614,1292
2686,2026-02-09,C311,Desk,Furniture,Hyderabad,2,21586,4432
2689,2026-08-11,C244,Blender,Home,Delhi,5,19835,4038
2690,2026-07-02,C476,Headphones,Electronics,Hyderabad,3,14145,3150
2692,2026-04-02,C066,Chair,Furniture,Bangalore,3,23559,4293
2694,2026-04-12,C167,Laptop,Electronics,mumbai,5,375555,47428
2696,2026-06-03,C036,Camera,Electronics,Bangalore,1,69324,10632
2701,2026-03-08,C143,Tablet,Electronics,delhi,1,21496,2247
2704,2026-01-08,C258,Jeans,Apparel,Hyderabad,2,4798,1310
2705,2026-03-11,C155,Headphones,Electronics,Chennai,3,5313,833
2706,2026-06-06,C114,Jacket,Apparel,Pune,1,4330,1433
2707,2026-07-10,C014,Bookshelf,Furniture,BANGALORE,1,10077,2197
2711,2026-04-07,C442,Blender,Home,Mumbai,4,8768,1970
2713,2026-04-03,C397,Jacket,Apparel,hyderabad,1,3206,897
2717,2026-06-11,C340,Smartwatch,Electronics,Delhi,1,3454,758
2719,2026-03-12,C055,Blender,home,Chennai,6,13320,2501
2722,2026-07-04,C438,Bookshelf,Furniture,Delhi,3,15603,3147
2723,2026-03-01,C270,Camera,Electronics,CHENNAI,4,237412,26506
2724,2026-02-06,C198,Chair,Furniture,Chennai,2,11520,2265
2726,2026-01-05,C055,Blender,Home,Hyderabad,3,10209,1715
2728,2026-06-05,C024,Jeans,Apparel,Mumbai,5,12775,3657
2734,2026-07-04,C449,Speaker,Electronics,Hyderabad,5,47025,7757
2736,2026-05-06,C406,Phone,Electronics,Pune,6,81126,4449
2737,2026-05-09,C009,T-Shirt,Apparel,Chennai,3,1683,554
2738,2026-03-09,C473,Bookshelf,Furniture,Chennai,1,8531,1905
2740,2026-01-12,C155,Sofa,Furniture,Pune,3,69687,13354
2742,2026-01-11,C145,Bookshelf,Furniture,Delhi,2,19910,4667
2744,2026-06-03,C056,Camera,Electronics,Pune,1,22042,3335
2753,2026-01-03,C155,Phone,Electronics,Kolkata,6,312324,26901
2754,2026-01-11,C155,Makeup Kit,Beauty,Bangalore,5,5710,1788
2763,2026-02-11,C044,Shoes,Apparel,MUMBAI,2,10062,2782
2765,2026-03-05,C400,Jacket,Apparel,Pune,3,8319,2234
2768,2026-04-01,C479,Sofa,Furniture,Hyderabad,1,23418,-1619
2769,2026-01-08,C431,Camera,electronics,Mumbai,5,256900,27577
2770,2026-08-03,C262,Makeup Kit,Beauty,Mumbai,3,5778,2079
2772,2026-04-12,C415,Speaker,Electronics,MUMBAI,3,18978,4081
2773,2026-08-07,C302,Jacket,Apparel,Hyderabad,3,4578,1245
2776,2026-02-09,C448,Speaker,Electronics,mumbai,3,16104,3002
2781,2026-04-11,C261,Sofa,furniture,kolkata,3,72825,11937
2786,2026-05-07,C304,Desk,Furniture,Kolkata,4,58740,11571
2787,2026-03-03,C446,Desk,Furniture,Kolkata,3,31455,7312
2790,2026-01-01,C315,Cookware Set,Home,delhi,5,25555,6113
2791,2026-04-12,C296,Speaker,Electronics,Pune,3,7440,1139
2796,2026-03-05,C199,Chair,Furniture,Hyderabad,1,4789,910
2797,2026-05-07,C249,Jeans,apparel,Delhi,6,17208,4322
2801,2026-04-08,C384,Laptop,Electronics,Pune,3,135378,15906
2803,2026-08-07,C316,Speaker,Electronics,DELHI,6,71892,11253
2804,2026-06-03,C037,Phone,Electronics,Bangalore,1,57424,5412
2805,2026-03-12,C135,Shoes,Apparel,Hyderabad,6,22194,5609
2807,2026-07-08,C246,Cookware Set,home,Bangalore,3,24228,5112
2808,2026-08-09,C026,Vacuum Cleaner,Home,Bangalore,6,52554,12265
2809,2026-07-01,C070,Phone,ELECTRONICS,Kolkata,2,111036,11805
2810,2026-07-08,C141,Jeans,Apparel,Mumbai,6,10902,3237
2815,2026-01-12,C306,Perfume,Beauty,delhi,1,5080,1986
2817,2026-01-01,C113,Desk,Furniture,Pune,1,7650,1406
2819,2026-08-06,C002,Table,furniture,Pune,6,36774,7498
2820,2026-06-06,C003,Blender,Home,Mumbai,2,9238,2084
2821,2026-06-07,C116,Shoes,Apparel,Chennai,3,9321,2619
2828,2026-06-01,C154,Bookshelf,Furniture,Delhi,6,36930,9343
2829,2026-03-10,C464,Table,Furniture,mumbai,5,378450,69348
2839,2026-08-02,C479,Jeans,Apparel,CHENNAI,6,8400,2488
2843,2026-01-07,C224,Kurta,Apparel,PUNE,5,5670,1910
2846,2026-05-06,C367,Phone,Electronics,Delhi,5,212090,21875
2849,2026-04-06,C413,Makeup Kit,Beauty,Chennai,4,19464,6810
2851,2026-03-01,C412,Camera,Electronics,Mumbai,6,134772,14094
2852,2026-07-10,C002,Speaker,Electronics,CHENNAI,1,4224,715
2853,2026-08-03,C317,Microwave,Home,mumbai,2,28972,4821
2854,2026-05-09,C031,Bookshelf,Furniture,bangalore,6,56448,12339
2856,2026-03-11,C034,Camera,Electronics,Kolkata,5,223720,32989
2858,2026-07-03,C352,Cookware Set,Home,Kolkata,2,6548,1630
2859,2026-02-11,C056,Sofa,furniture,Chennai,1,36070,7879
2860,2026-03-12,C199,Tablet,Electronics,Pune,6,139278,19133
2862,2026-08-01,C193,Headphones,electronics,Bangalore,6,13194,1979
2866,2026-06-09,C037,Speaker,Electronics,Pune,1,9376,1434
2868,2026-07-03,C185,Tablet,Electronics,Kolkata,1,18223,2387
2869,2026-02-10,C468,Smartwatch,Electronics,Hyderabad,3,47784,8482
2870,2026-07-01,C338,Phone,Electronics,Pune,4,55768,4911
2871,2026-08-07,C347,Phone,electronics,Kolkata,4,175608,14839
2872,2026-06-01,C189,Cookware Set,Home,Hyderabad,2,8646,2112
2874,2026-04-05,C004,Jeans,Apparel,Kolkata,5,4435,1545
2876,2026-01-03,C451,Blender,Home,Pune,5,13285,2773
2877,2026-06-06,C306,Desk,furniture,Delhi,3,42153,8798
2879,2026-01-11,C368,Laptop,Electronics,Pune,1,51502,4853
2880,2026-07-09,C062,Skincare Set,Beauty,Mumbai,5,6290,1937
2882,2026-03-04,C035,Shoes,Apparel,Chennai,2,2882,845
2883,2026-05-01,C263,Desk,Furniture,hyderabad,1,5729,1260
2885,2026-07-04,C005,Phone,Electronics,CHENNAI,1,13363,1385
2888,2026-08-01,C248,Vacuum Cleaner,Home,Pune,3,36903,6019
2889,2026-06-08,C282,Blender,Home,Kolkata,1,3542,730
2892,2026-07-03,C274,Sofa,Furniture,Pune,4,159460,29680
2896,2026-03-08,C424,Laptop,Electronics,Chennai,3,178965,22614
2899,2026-02-09,C342,Jeans,Apparel,Bangalore,2,4500,1487
2900,2026-08-12,C141,Bookshelf,FURNITURE,Bangalore,1,4930,1250
2902,2026-02-09,C397,Skincare Set,Beauty,Pune,6,19818,7401
2903,2026-05-11,C234,Vacuum Cleaner,home,Kolkata,5,28720,6001
2908,2026-02-01,C227,Cookware Set,Home,Pune,2,6314,1511
2909,2026-04-02,C163,Camera,Electronics,Mumbai,6,210882,33469
2912,2026-03-01,C303,Smartwatch,Electronics,Chennai,4,65560,11075
2916,2026-04-03,C085,Bookshelf,furniture,Mumbai,1,6958,1517
2924,2026-03-11,C318,Kurta,Apparel,Chennai,1,1504,478
2926,2026-05-04,C038,Camera,Electronics,Pune,6,224580,31486
2927,2026-07-05,C216,Desk,Furniture,DELHI,4,44460,10065
2930,2026-07-04,C306,Table,Furniture,Delhi,2,38928,8060
2931,2026-07-06,C192,Laptop,Electronics,Hyderabad,1,62930,6917
2932,2026-05-06,C116,Sofa,Furniture,Bangalore,5,146705,29483
2933,2026-03-06,C476,Makeup Kit,BEAUTY,Bangalore,3,13239,4539
2934,2026-02-10,C241,Shoes,APPAREL,Kolkata,4,10788,3113
2935,2026-08-01,C353,Laptop,Electronics,Delhi,1,48868,4315
2940,2026-03-09,C474,Speaker,Electronics,Pune,3,18147,2835
2941,2026-07-01,C199,Table,Furniture,KOLKATA,3,43707,9166
2947,2026-04-09,C390,Makeup Kit,BEAUTY,Bangalore,2,3232,1095
2952,2026-06-08,C472,Smartwatch,Electronics,Kolkata,4,18684,4060
2957,2026-05-12,C476,Blender,Home,bangalore,1,1730,307
2958,2026-07-02,C151,Jacket,Apparel,Chennai,3,9444,2751
2961,2026-04-01,C199,Chair,Furniture,chennai,2,8986,1901
2967,2026-03-06,C391,Speaker,Electronics,Chennai,3,26292,5453
2968,2026-07-11,C416,T-Shirt,Apparel,Chennai,3,1206,337
2969,2026-07-01,C231,Jacket,Apparel,Kolkata,3,7578,2640
2972,2026-01-12,C104,Chair,Furniture,Kolkata,2,9542,1866
2973,2026-01-04,C034,Cookware Set,home,chennai,1,8830,2029
2974,2026-08-10,C179,Tablet,Electronics,Hyderabad,6,105564,12939
2976,2026-01-04,C474,Phone,electronics,Delhi,6,354714,46702
